INDEPENDENT (2) CANDIDATE SEX,Male/Female Classification
INDEPENDENT (2) CANDIDATE AGE,Age of Independent Candidate
INDEPENDENT (2) VOTE,Independent Valid Vote for the Candidate
INDEPENDENT (2) CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Lost Deposit' is affixed. If none, it is left blank"
INDEPENDENT (3),Independent with Symbol
INDEPENDENT (3) CANDIDATE,Independent Candidate Name as per the Government Gazette (Form 8)
INDEPENDENT (3) CANDIDATE SEX,Male/Female Classification
INDEPENDENT (3) CANDIDATE AGE,Age of Independent Candidate
INDEPENDENT (3) VOTE,Independent Valid Vote for the Candidate
INDEPENDENT (3) CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Lost Deposit' is affixed. If none, it is left blank"
INDEPENDENT (4),Independent with Symbol
INDEPENDENT (4) CANDIDATE,Independent Candidate Name as per the Government Gazette (Form 8)
INDEPENDENT (4) CANDIDATE SEX,Male/Female Classification
INDEPENDENT (4) CANDIDATE AGE,Age of Independent Candidate
INDEPENDENT (4) VOTE,Independent Valid Vote for the Candidate
INDEPENDENT (4) CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Lost Deposit' is affixed. If none, it is left blank"
,
KEY ABBREVIATIONS FOR POLITICAL PARTIES,
UMNO,United Malays National Organisation
MCA,Malaysian Chinese Association
MIC,Malaysian Indian Congress
PPP,People's Progressive Party
GERAKAN,Parti Gerakan Rakyat Malaysia
PBS,Parti Bersatu Sabah
UPKO,United Pasokmomogun Kadazandusun Murut Organisation
PBRS,Parti Bersatu Rakyat Sabah
LDP,Liberal Democratic Party
SPDP,Sarawak Progressive Democratic Party
PBB,Parti Pesaka Bumiputera Bersatu Sarawak
SUPP,Sarawak United Peoples' Party
PRS,Parti Rakyat Sarawak
PKR,Parti Keadilan Rakyat
DAP,Democratic Action Party
PAS,Parti Islam Se-Malaysia
PSM,Parti Sosialis Malaysia
PRM,Parti Rakyat Malaysia
BERJASA,Barisan Jemaah Islamiah Se-Malaysia
KITA,Parti Kesejahteraan Insan Tanah Air (KITA)
PCM,Parti Cinta Malaysia
SAPP,Sabah Progressive Party
SWP,Sarawak Workers Party
BERSAMA,Parti Bersatu Sasa Malaysia Bersama
STAR,Parti Solidariti Tanah Airku
