Created on,13/1/2024 ,updated on 16/1/2024
SABAH ALLIANCE (1) CANDIDATE SEX,Male/Female Classification
SABAH ALLIANCE (1) CANDIDATE AGE,Sabah Alliance Candidate
SABAH ALLIANCE (1) VOTE,Sabah Alliance Valid Vote for the Candidate
SABAH ALLIANCE (1) CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Loss Deposit' is affixed. For Sabah, no information is available"
SABAH ALLIANCE (2),Sabah Alliance Component Party (UPKO)
SABAH ALLIANCE (2) CANDIDATE,Sabah Alliance Candidate Name
SABAH ALLIANCE (2) CANDIDATE SEX,Male/Female Classification
SABAH ALLIANCE (2) CANDIDATE AGE,Sabah Alliance Candidate
SABAH ALLIANCE (2) VOTE,Sabah Alliance Valid Vote for the Candidate
SABAH ALLIANCE (2) CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Loss Deposit' is affixed. For Sabah, no information is available"
INDEPENDENT (1),Independent
INDEPENDENT (1) CANDIDATE,Independent Candidate Name as per the Ballot
INDEPENDENT (1) CANDIDATE SEX,Male/Female Classification
INDEPENDENT (1) CANDIDATE AGE,Age of Independent Candidate
INDEPENDENT (1) VOTE,Independent Valid Vote for the Candidate
INDEPENDENT (1) CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Loss Deposit' is affixed. For Sabah, no information is available"
INDEPENDENT (2),Independent
INDEPENDENT (2) CANDIDATE,Independent Candidate Name as per the Ballot
INDEPENDENT (2) CANDIDATE SEX,Male/Female Classification
INDEPENDENT (2) CANDIDATE AGE,Age of Independent Candidate
INDEPENDENT (2) VOTE,Independent Valid Vote for the Candidate
INDEPENDENT (2) CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Loss Deposit' is affixed. For Sabah, no information is available"
INDEPENDENT (3),Independent
INDEPENDENT (3) CANDIDATE,Independent Candidate Name as per the Ballot
INDEPENDENT (3) CANDIDATE SEX,Male/Female Classification
INDEPENDENT (3) CANDIDATE AGE,Age of Independent Candidate
INDEPENDENT (3) VOTE,Independent Valid Vote for the Candidate
INDEPENDENT (3) CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Loss Deposit' is affixed. For Sabah, no information is available"
INDEPENDENT (4),Independent
INDEPENDENT (4) CANDIDATE,Independent Candidate Name as per the Ballot
INDEPENDENT (4) CANDIDATE SEX,Male/Female Classification
INDEPENDENT (4) CANDIDATE AGE,Age of Independent Candidate
INDEPENDENT (4) VOTE,Independent Valid Vote for the Candidate
INDEPENDENT (4) CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Loss Deposit' is affixed. For Sabah, no information is available"
INDEPENDENT (5),Independent
INDEPENDENT (5) CANDIDATE,Independent Candidate Name as per the Ballot
INDEPENDENT (5) CANDIDATE SEX,Male/Female Classification
INDEPENDENT (5) CANDIDATE AGE,Age of Independent Candidate
INDEPENDENT (5) VOTE,Independent Valid Vote for the Candidate
INDEPENDENT (5) CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Loss Deposit' is affixed. For Sabah, no information is available"
,
"KEY ABBREVIATIONS FOR POLITICAL PARTIES	",
USNO,United Sabah National Organisation
SCA,Sabah Chinese Association
UPKO,United Pasokmomogun Kadazan Organisation
