BN CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Lost Deposit' is affixed. If none, it is left blank"
PSRM,Parti Sosialis Rakyat Malaysia (PSRM)
PSRM CANDIDATE,PSRM Candidate Name as per the Government Gazette
PSRM CANDIDATE SEX,Male/Female Classification
PSRM CANDIDATE AGE,Age of PSRM Candidate
PSRM VOTE,PSRM Valid Vote for the Candidate
PSRM CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Lost Deposit' is affixed. If none, it is left blank"
PEKEMAS,Parti Keadilan Masyarakat Malaysia (PEKEMAS)
PEKEMAS CANDIDATE,PEKEMAS Candidate Name as per the Government Gazette
PEKEMAS CANDIDATE SEX,Male/Female Classification
PEKEMAS CANDIDATE AGE,Age of PEKEMAS Candidate
PEKEMAS VOTE,PEKEMAS Valid Vote for the Candidate
PEKEMAS CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Lost Deposit' is affixed. If none, it is left blank"
DAP,Democratic Action Party (DAP) Name
DAP CANDIDATE,DAP Candidate Name as per the Government Gazette
DAP CANDIDATE SEX,Male/Female Classification
DAP CANDIDATE AGE,Age of Party Candidate
DAP VOTE,Party Valid Vote for the DAP Candidate
DAP CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Lost Deposit' is affixed. If none, it is left blank"
I.P.P.P,Independent People's Progressive Party (I.P.P.P)
I.P.P.P. CANDIDATE,I.P.P.P Candidate Name as per the Government Gazette
I.P.P.P. CANDIDATE SEX,Male/Female Classification
I.P.P.P. CANDIDATE AGE,Age of Party Candidate
I.P.P.P VOTE,Party Valid Vote for the I.P.P.P Candidate
I.P.P.P CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Lost Deposit' is affixed. If none, it is left blank"
K.I.T.A,Kesatuan Insaf Tanah Air (K.I.T.A)
K.I.T.A CANDIDATE,K.I.T.A Candidate Name as per the Government Gazette
K.I.T.A CANDIDATE SEX,Male/Female Classification
K.I.T.A CANDIDATE AGE,Age of Party Candidate
K.I.T.A VOTE,Party Valid Vote for the K.I.T.A Candidate
K.I.T.A CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Lost Deposit' is affixed. If none, it is left blank"
SNAP,Sarawak National Party (SNAP)
SNAP CANDIDATE,SNAP Candidate Name as per the Government Gazette
SNAP CANDIDATE SEX,Male/Female Classification
SNAP CANDIDATE AGE,Age of SNAP Candidate
SNAP VOTE,Party Valid Vote for the SNAP Candidate
SNAP CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Lost Deposit' is affixed. If none, it is left blank"
INDEPENDENT (1),"Independent (for Parliamentary Results, symbol data may be added in future)"
INDEPENDENT (1) CANDIDATE,Independent Candidate Name as per the Government Gazette
INDEPENDENT (1) CANDIDATE SEX,Male/Female Classification
INDEPENDENT (1) CANDIDATE AGE,Age of Independent Candidate
INDEPENDENT (1) VOTE,Independent Valid Vote for the Candidate
INDEPENDENT (1) CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Lost Deposit' is affixed. If none, it is left blank"
INDEPENDENT (2),"Independent (for Parliamentary Results, symbol data may be added in future)"
INDEPENDENT (2) CANDIDATE,Independent Candidate Name as per the Government Gazette
INDEPENDENT (2) CANDIDATE SEX,Male/Female Classification
INDEPENDENT (2) CANDIDATE AGE,Age of Independent Candidate
INDEPENDENT (2) VOTE,Independent Valid Vote for the Candidate
INDEPENDENT (2) CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Lost Deposit' is affixed. If none, it is left blank"
,
KEY ABBREVIATIONS FOR POLITICAL PARTIES,
UMNO,United Malays National Organisation
MCA,Malaysian Chinese Association
MIC,Malaysian Indian Congress
GERAKAN,Parti Gerakan Rakyat Malaysia
PAS,Pan Malayan Islamic Party
PPP,People's Progressive Party
USNO,United Sabah National Organisation
SCA,Sabah Chinese Association
PBB,Parti Pesaka Bumiputera Bersatu
SUPP,Sarawak United People's Party
