INDEPENDENT (3),Independent with Symbol,
INDEPENDENT (3) CANDIDATE,Independent Candidate Name,
INDEPENDENT (3) CANDIDATE SEX,Male/Female Classification,
INDEPENDENT (3) CANDIDATE AGE,Age of Independent Candidate,
INDEPENDENT (3) VOTE,Independent Valid Vote for the Candidate,
INDEPENDENT (3) CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Lost Deposit' is affixed. If none, it is left blank",
INDEPENDENT (4),Independent with Symbol,
INDEPENDENT (4) CANDIDATE,Independent Candidate Name,
INDEPENDENT (4) CANDIDATE SEX,Male/Female Classification,
INDEPENDENT (4) CANDIDATE AGE,Age of Independent Candidate,
INDEPENDENT (4) VOTE,Independent Valid Vote for the Candidate,
INDEPENDENT (4) CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Lost Deposit' is affixed. If none, it is left blank",
INDEPENDENT (5),Independent with Symbol,
INDEPENDENT (5) CANDIDATE,Independent Candidate Name,
INDEPENDENT (5) CANDIDATE SEX,Male/Female Classification,
INDEPENDENT (5) CANDIDATE AGE,Age of Independent Candidate,
INDEPENDENT (5) VOTE,Independent Valid Vote for the Candidate,
INDEPENDENT (5) CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Lost Deposit' is affixed. If none, it is left blank",
,,
KEY ABBREVIATIONS FOR POLITICAL PARTIES,,
PBB,Parti Pesaka Bumiputera Bersatu,
SUPP,Sarawak United People's Party,
DAP,Democratic Action Party,
BERSATU,Sarawak Demokratik Bersatu,
