UNIQUE CODE,STATE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY,UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOTS ISSUED,TOTAL REJECTED VOTES,TOTAL VALID VOTES,ALLIANCE,ALLIANCE CANDIDATE,ALLIANCE CANDIDATE SEX,ALLIANCE CANDIDATE AGE,ALLIANCE VOTE,ALLANCE CANDIDATE LOST DEPOSIT,SF,SF CANDIDATE,SF CANDIDATE SEX,SF CANDIDATE AGE,SF VOTE,SF CANDIDATE LOST DEPOSIT,PMIP,PMIP CANDIDATE,PMIP CANDIDATE SEX,PMIP CANDIDATE AGE,PMIP VOTE,PMIP CANDIDATE LOST DEPOSIT,PPP,PPP CANDIDATE,PPP CANDIDATE SEX,PPP CANDIDATE AGE,PPP VOTE,PPP CANDIDATE LOST DEPOSIT,OTHER PARTY (1),OTHER PARTY (1) CANDIDATE,OTHER PARTY (1) CANDIDATE SEX,OTHER PARTY (1) CANDIDATE AGE,OTHER PARTY (1) VOTE,OTHER PARTY (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (1),INDEPENDENT (1) CANDIDATE,INDEPENDENT (1) CANDIDATE SEX,INDEPENDENT (1) CANDIDATE AGE,INDEPENDENT (1) VOTE,INDEPENDENT (1) CANDIDATE LOST DEPOSIT,INDEPENDENT (2),INDEPENDENT (2) CANDIDATE,INDEPENDENT (2) CANDIDATE SEX,INDEPENDENT (2) CANDIDATE AGE,INDEPENDENT (2) VOTE,INDEPENDENT (2) CANDIDATE LOST DEPOSIT
P.51_NO. 20,NEGRI SEMBILAN,P.51,SEREMBAN BARAT,NO. 20,LABU,SF - LPM,,4067,874,84.95,3455,83,3372,UMNO,MOHD. YUSOF BIN LATEH,MALE,,1014,,LPM,S. SATHAPPAN,MALE,,1888,,PMIP,OTHMAN BIN MD. ATAS,MALE,,413,LOST DEPOSIT,,,,,,,,,,,,,INDEPENDENT,DATO' ABDUL JALIL BIN HAJI OSMAN,MALE,,57,LOST DEPOSIT,,,,,,
P.51_NO. 21,NEGRI SEMBILAN,P.51,SEREMBAN BARAT,NO. 21,BUKIT NANAS,ALLIANCE - MCA,,4836,106,77.54,3750,52,3698,MCA,LEE TEE SIONG,MALE,,1902,,LPM,KAT FYE HIN,MALE,,1796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.52_NO. 22,NEGRI SEMBILAN,P.52,SEREMBAN TIMOR,NO. 22,RANTAU,SF - LPM,,4885,524,81.04,3959,93,3866,UMNO,SHAIKH MOHD. HAMID BIN H.M. SAID,MALE,,1158,,LPM,GURNAM SINGH GILL,MALE,,1682,,PMIP,DATO' MOHAMED HANIFAH BIN HAJI ABDUL GHANI,MALE,36,1026,,,,,,,,,,,,,,,,,,,,,,,,,
P.52_NO. 23,NEGRI SEMBILAN,P.52,SEREMBAN TIMOR,NO. 23,SUNGEI UJONG,ALLIANCE - MCA,,6924,692,70.75,4899,94,4805,MCA,LIM KEE SIONG,MALE,,1972,,PRM,RAJA ABDUL RAZAK BIN RAJA HAMZAH,MALE,,1280,,PMIP,RAZALI BIN ABD. KHALID,MALE,,283,LOST DEPOSIT,,,,,,,,,,,,,INDEPENDENT,ONG AH SAI,MALE,,1270,,,,,,,
P.52_NO. 24,NEGRI SEMBILAN,P.52,SEREMBAN TIMOR,NO. 24,RAHANG,ALLIANCE - MCA,,6869,126,64.8,4451,51,4400,MCA,HAN HIU FONG,MALE,,2263,,LPM,ROBERT SINGAM,MALE,,2137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.53_NO. 1,PAHANG,P.53,LIPIS,NO. 1,JELAI,ALLIANCE - UMNO,,4631,1891,82.73,3831,90,3741,UMNO,MUHAMMAD NOR BIN SULAIMAN,MALE,,2816,,,,,,,,PMIP,SULAIMAN BIN SIDEK,MALE,,925,,,,,,,,,,,,,,,,,,,,,,,,,
P.53_NO. 2,PAHANG,P.53,LIPIS,NO. 2,KUALA LIPIS,ALLIANCE - MCA,,4032,868,81.42,3283,63,3220,MCA,SEONG SIK YONG,MALE,,1791,,,,,,,,PMIP,HAMZAH BIN HJ.HUSSAIN,MALE,,506,,,,,,,,,,,,,,INDEPENDENT - CAR,ONG SEONG TEK,MALE,,923,,,,,,,
P.53_NO. 3,PAHANG,P.53,LIPIS,NO. 3,TANJONG BESAR,ALLIANCE - UMNO,,7113,2641,82.2,5847,166,5681,UMNO,MOHD. KHAIRUDDIN BIN MOHD. KAWI,MALE,31,4161,,,,,,,,PMIP,MOHD. SALLEH BIN ABDUL KARIM,MALE,,1520,,,,,,,,,,,,,,,,,,,,,,,,,
P.53_NO. 4,PAHANG,P.53,LIPIS,NO. 4,JERANTUT,ALLIANCE - UMNO,,5858,1582,72.84,4267,191,4076,UMNO,ABDULLAH BIN HAJI MOHD. AKIL,MALE,,2829,,,,,,,,PMIP,ABDUL MUIN BIN SAID,MALE,,1247,,,,,,,,,,,,,,,,,,,,,,,,,
P.54_NO. 5,PAHANG,P.54,RAUB,NO. 5,CAMERON HIGHLANDS,INDEPENDENT,,3885,66,75.88,2948,47,2901,MIC,SUBRAYAN,MALE,,1336,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TABLE,YONG HONG CHONG,MALE,,1402,,INDEPENDENT - TORCH,RAMLI BIN MOHD. SAID,MALE,,163,LOST DEPOSIT
P.54_NO. 6,PAHANG,P.54,RAUB,NO. 6,DONG,ALLIANCE - UMNO,,5345,1589,80.21,4287,120,4167,UMNO,SENDIRI BIN HAJI HUSIN,MALE,,2878,,,,,,,,PMIP,ABD. HAMID BIN ABDULLAH,MALE,,1289,,,,,,,,,,,,,,,,,,,,,,,,,
P.54_NO. 7,PAHANG,P.54,RAUB,NO. 7,BANDAR RAUB,ALLIANCE - MCA,,4428,471,77.57,3435,40,3395,MCA,CHUA YONG GUAN,MALE,,1883,,PRM,ABU BAKAR BIN MOHAMED RESAT,MALE,,1412,,PMIP,MOHAMED YACCOB BIN BAGINDA,MALE,,100,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,
P.54_NO. 8,PAHANG,P.54,RAUB,NO. 8,TRAS,ALLIANCE - UMNO,,3701,1768,86.76,3211,74,3137,UMNO,SULAIMAN BIN SHAHBUDDIN,MALE,,2239,,,,,,,,PMIP,OTHMAN BIN SABUDIN,MALE,,471,,,,,,,,,,,,,,INDEPENDENT - CLOCK,GOH TENG KOON,MALE,,427,,,,,,,
P.55_NO. 9,PAHANG,P.55,BENTONG,NO. 9,SABAI,ALLIANCE - UMNO,,4295,1997,81.4,3496,97,3399,UMNO,ABU BAKAR BIN HAJI AHMAD,MALE,,2698,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDEN - CAR,LEONG THOE CHEOK,MALE,,701,,,,,,,
P.55_NO. 10,PAHANG,P.55,BENTONG,NO. 10,BANDAR BENTONG,ALLIANCE - MCA,Y,3595,,,,,,MCA,CHOW SENG TOONG,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.55_NO. 11,PAHANG,P.55,BENTONG,NO. 11,BENUS,ALLIANCE - MCA,,3788,1442,87.65,3320,31,3289,MCA,CHAN SANG,MALE,,2160,,LPM,BASIR BIN MAT,MALE,,411,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,INDEPENDENT - TORCH,TOH WAI THENG,MALE,,718,,,,,,,
P.55_NO. 12,PAHANG,P.55,BENTONG,NO. 12,MENTAKAB,ALLIANCE - UMNO,,6151,873,78.7,4841,66,4775,UMNO,SALEHUDDIN BIN AWANG PEKAN,MALE,,2330,,PRM,MAT BIN YAACOB,MALE,,1457,,PMIP,MOHD. SAID BIN IBRAHIM,MALE,,988,,,,,,,,,,,,,,,,,,,,,,,,,
P.56_NO. 13,PAHANG,P.56,TEMERLOH,NO. 13,CHENOR,ALLIANCE - UMNO,,4237,928,77.44,3281,119,3162,UMNO,WAN ABDUL AZIZ BIN UNGKU HAJI ABDULLAH,MALE,45,1928,,PRM,MD. SHAM BIN BILAL BAR,MALE,,234,LOST DEPOSIT,PMIP,WAN AHMAD BIN WAN MOHD. SALLEH,MALE,,1000,,,,,,,,,,,,,,,,,,,,,,,,,
P.56_NO. 14,PAHANG,P.56,TEMERLOH,NO. 14,TRIANG,ALLIANCE - MCA,,4856,871,79.96,3883,64,3819,MCA,LUM WAH KUM @ LUM BAN KEE,MALE,,1967,,LPM,YAP KIM CHUAN,MALE,,1096,,PMIP,ABDULLAH BIN MOHAMED,MALE,,756,,,,,,,,,,,,,,,,,,,,,,,,,
P.56_NO. 15,PAHANG,P.56,TEMERLOH,NO. 15,KUALA SEMANTAN,ALLIANCE - UMNO,,3583,767,73.74,2642,47,2595,UMNO,AWANG NGAH BIN TOK MUDA IBRAHIM,MALE,,1431,,PRM,JAAFAR BIN HUSSIN,MALE,,664,,PMIP,ABDUL WAHAB BIN MOHAMED ZABIDIN,MALE,,500,,,,,,,,,,,,,,,,,,,,,,,,,
P.56_NO. 16,PAHANG,P.56,TEMERLOH,NO. 16,JENDERAK,ALLIANCE - UMNO,,4267,270,71.69,3059,101,2958,UMNO,MOHD. YUSOFF BIN HAJI LONG,MALE,,1614,,,,,,,,PMIP,ABDUL AZIZ BIN UDA,MALE,,1344,,,,,,,,,,,,,,,,,,,,,,,,,
P.56_NO. 17,PAHANG,P.56,TEMERLOH,NO. 17,SANGGANG,ALLIANCE - UMNO,,3775,474,77.88,2940,42,2898,UMNO,YAHAYA BIN HJ. MOHD SETH,MALE,,1545,,,,,,,,PMIP,DATO' ABU SAMAH BIN HAJI ALI,MALE,62,1071,,,,,,,,,,,,,,INDEPENDENT - UMBRELLA,SALLEH BIN TAIS,MALE,,282,LOST DEPOSIT,,,,,,
P.57_NO. 18,PAHANG,P.57,KUANTAN,NO. 18,TANAH PUTEH,ALLIANCE - MCA,,3864,1778,72.15,2788,36,2752,MCA,DATO ' SETIA BAKTI WONG KWAN TAN,MALE,,2265,,,,,,,,PMIP,SHAIKH HUSSIN BIN SHAIKH LONG,MALE,,487,,,,,,,,,,,,,,,,,,,,,,,,,
P.57_NO. 19,PAHANG,P.57,KUANTAN,NO. 19,TELOK SISEK,ALLIANCE - UMNO,,3511,908,70.95,2491,53,2438,UMNO,MAHIMON BINTI HARUN,FEMALE,38,1673,,,,,,,,PMIP,HAJI HAMZAH BIN DAHAMAN,MALE,,765,,,,,,,,,,,,,,,,,,,,,,,,,
P.57_NO. 20,PAHANG,P.57,KUANTAN,NO. 20,BESERAH,ALLIANCE - UMNO,,4206,1729,78.58,3305,128,3177,UMNO,ABDUL AZIZ BIN AHMAD,MALE,,2453,,,,,,,,PMIP,HAJI NIK LEH BIN HAJI MAT,MALE,,724,,,,,,,,,,,,,,,,,,,,,,,,,
P.57_NO. 21,PAHANG,P.57,KUANTAN,NO. 21,ULU KUANTAN,ALLIANCE - UMNO,,4971,1376,76.64,3810,112,3698,UMNO,ZAINUDDIN BIN HAJI AHMAD,MALE,,2274,,PRM,MOHAMED KAMEIL BIN HJ. IBRAHIM,MALE,,898,,PMIP,ABDUL AZIZ BIN KASSIM,MALE,,526,,,,,,,,,,,,,,,,,,,,,,,,,
P.58_NO. 22,PAHANG,P.58,PEKAN,NO. 22,KUALA PAHANG,ALLIANCE - UMNO,,5511,918,74.96,4131,124,4007,UMNO,MUHAMMAD BIN JUSOH,MALE,,2379,,,,,,,,PMIP,SULONG BIN AWANG HITAM,MALE,,1461,,,,,,,,,,,,,,INDEPENDENT - SMOKE PIPE,SYED MUHAMMAD BIN TUAN NGAH,MALE,,167,LOST DEPOSIT,,,,,,
P.58_NO. 23,PAHANG,P.58,PEKAN,NO. 23,PAHANG TUA,ALLIANCE - UMNO,,5746,1488,80.25,4611,79,4532,UMNO,AHMAD BIN OTHMAN @ HAJI AHMAD BIN OTHMAN,MALE,,2877,,,,,,,,PMIP,ABDUL HAMID BIN AWANG HITAM,MALE,,1389,,,,,,,,,,,,,,INDEPENDENT - SMOKE PIPE,TENGKU HAJI JAAFAR BIN TENGKU MUDA ALI,MALE,,266,LOST DEPOSIT,,,,,,
P.58_NO. 24,PAHANG,P.58,PEKAN,NO. 24,ROMPIN,ALLIANCE - UMNO,,4186,743,71.69,3001,66,2935,UMNO,IBRAHIM BIN ARSHAD,MALE,,1839,,,,,,,,PMIP,TENGKU ABDUL HAMID IBNI AL-MARHOM SULTAN ABDULLAH,MALE,,1096,,,,,,,,,,,,,,,,,,,,,,,,,
P.59_NO. 1,JOHORE,P.59,JOHORE TIMOR,NO. 1,ENDAU,ALLIANCE - UMNO,,6698,2778,73.77,4941,116,4825,UMNO,ALI AFFENDI BIN AHMAD,MALE,,3639,,,,,,,,,,,,,,,,,,,,NEGARA,MAHMOOD BIN MAHADI,MALE,,861,,INDEPENDENT - UMBRELLA,HAJI ARIFIN BIN HAJI ISMAIL,MALE,,325,LOST DEPOSIT,,,,,,
P.59_NO. 2,JOHORE,P.59,JOHORE TIMOR,NO. 2,MERSING,ALLIANCE - MCA,,5498,3156,78.57,4320,126,4194,MCA,POH SWEE LIM,FEMALE,,3675,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BICYCLE,YUSOFF BIN AWANG,MALE,,519,LOST DEPOSIT,,,,,,
P.60_NO. 3,JOHORE,P.60,JOHORE TENGGARA,NO. 3,KOTA TINGGI,ALLIANCE - UMNO,,5542,1238,70.48,3906,83,3823,UMNO,ISMAIL BIN SA'DON,MALE,,2212,,LPM,P. S. MANIAM,MALE,,974,,,,,,,,,,,,,,NEGARA,MA'ON BIN OMAR,MALE,,637,,,,,,,,,,,,,
P.60_NO. 4,JOHORE,P.60,JOHORE TENGGARA,NO. 4,JOHORE LAMA,ALLIANCE - MCA,,5444,1554,73.18,3984,94,3890,MCA,LEE YEAK KHIM,MALE,41,2722,,,,,,,,,,,,,,,,,,,,NEGARA,SYED ABU BAKAR BIN JAAFAR,MALE,52,1168,,,,,,,,,,,,,
P.61_NO. 5,JOHORE,P.61,JOHORE BAHRU TIMOR,NO. 5,PLENTONG,ALLIANCE - UMNO,,7515,3434,75.93,5706,206,5500,UMNO,DATO HAJI MOHD. NOAH BIN OMAR,MALE,62,4467,,,,,,,,,,,,,,,,,,,,NEGARA,HAJI MOHAMED BIN HAJI HASAN,MALE,,1033,,,,,,,,,,,,,
P.61_NO. 6,JOHORE,P.61,JOHORE BAHRU TIMOR,NO. 6,TANJONG PETRI,SF - LPM,,8403,58,71.82,6035,70,5965,UMNO,FATIMAH BINTE HAJI A. MAJID,FEMALE,40,2356,,LPM,CHU CHOON YONG,MALE,,2414,,,,,,,,,,,,,,NEGARA,WAN MOHAMED BIN IBRAHIM,MALE,,1195,,,,,,,,,,,,,
P.62_NO. 7,JOHORE,P.62,JOHORE BAHRU BARAT,NO. 7,TAMPOI,ALLIANCE - UMNO,,9146,2028,68.63,6277,183,6094,UMNO,HAJI RAHMAT BIN HAJI DAUD,MALE,,4061,,,,,,,,,,,,,,,,,,,,NEGARA,HAJI DAUD BIN HAJI ABDUL HAMID,MALE,,2033,,,,,,,,,,,,,
P.62_NO. 8,JOHORE,P.62,JOHORE BAHRU BARAT,NO. 8,GELANG PATAH,ALLIANCE - UMNO,,6752,1120,79,5334,200,5134,UMNO,SYED MOHAMED BIN EDROS,MALE,,2776,,PRM,SIDI JAS,MALE,,1656,,,,,,,,,,,,,,NEGARA,HAJI ANNUAR BIN HAJI ABDUL MALIK,MALE,,702,,,,,,,,,,,,,
P.63_NO. 9,JOHORE,P.63,PONTIAN SELATAN,NO. 9,PONTIAN DALAM,ALLIANCE - UMNO,,9679,1594,77.23,7475,174,7301,UMNO,LEBI MOHAMED BIN YACOB,MALE,,3458,,PRM,ZAHID KARIM,MALE,42,1864,,PMIP,HAJI AHMAD BIN HAJI HASSAN,MALE,,288,LOST DEPOSIT,,,,,,,NEGARA,HAJI ABDUL SAMAD BIN HJ. MOHAMED NOOR,MALE,,793,LOST DEPOSIT,INDEPENDENT - BICYCLE,HAJI OMAR BIN HAJI ABDULLAH,MALE,,898,LOST DEPOSIT,,,,,,
P.63_NO. 10,JOHORE,P.63,PONTIAN SELATAN,NO. 10,PONTIAN KECHIL,ALLIANCE - UMNO,Y,9060,,,,,,UMNO,ABDULLAH BIN MOHSIN,MALE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.64_NO. 11,JOHORE,P.64,PONTIAN UTARA,NO. 11,BENUT,ALLIANCE - UMNO,,11440,2248,78.1,8935,518,8417,UMNO,BACHOK @ ABDUL MAJID BIN HASHIM @ HJ. HASHIM,MALE,,4778,,,,,,,,PMIP,AB. LATIF BIN HJ. OTHMAN,MALE,,1109,,,,,,,,,,,,,,INDEPENDENT - SPECTACLES,AH TIAM,MALE,,2530,,,,,,,
P.64_NO. 12,JOHORE,P.64,PONTIAN UTARA,NO. 12,RENGIT,ALLIANCE - UMNO,,10910,1714,81.98,8944,239,8705,UMNO,HJ. TAHA BIN HJ. ZAKARIA,MALE,,4903,,,,,,,,PMIP,A. JAMIL BIN SULAIMAN,MALE,,613,LOST DEPOSIT,,,,,,,NEGARA,MOHD. DON BIN ABDULLAH,MALE,,3189,,,,,,,,,,,,,
P.65_NO. 13,JOHORE,P.65,KLUANG SELATAN,NO. 13,SENAI - KULAI,SF - LPM,,7547,55,79.46,5997,126,5871,MCA,CHAN CHONG WEN,MALE,,2908,,LPM,SOH KIM SIAM,MALE,,2963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.65_NO. 14,JOHORE,P.65,KLUANG SELATAN,NO. 14,RENGAM,ALLIANCE - UMNO,,9333,4471,68.88,6429,368,6061,UMNO,HAJI ISMAIL BIN HASSAN,MALE,,5266,,,,,,,,,,,,,,,,,,,,NEGARA,ALWI BIN HAJI JAWAL,MALE,,795,,,,,,,,,,,,,
P.66_NO. 15,JOHORE,P.66,KLUANG UTARA,NO. 15,GUNONG LAMBAK,SF - LPM,,6777,90,78.37,5311,171,5140,MCA,WOO SEE TIAM,MALE,,2525,,LPM,LEE AH LENG,MALE,,2615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.66_NO. 16,JOHORE,P.66,KLUANG UTARA,NO. 16,SRI LALANG,ALLIANCE - MCA,,6806,250,73.55,5006,66,4940,MCA,CHEONG SOO KHENG,MALE,,2595,,PRM,MOHD. ZAIN BIN MOHAMED,MALE,,2345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.67_NO. 17,JOHORE,P.67,BATU PAHAT,NO. 17,BANDAR PENGGARAM,ALLIANCE - MCA,,8245,3237,70.13,5782,79,5703,MCA,TAN PENG KHOON,MALE,34,4470,,,,,,,,,,,,,,,,,,,,NEGARA,WOOK BIN IBRAHIM,MALE,,1233,,,,,,,,,,,,,
P.67_NO. 18,JOHORE,P.67,BATU PAHAT,NO. 18,BROLEH,ALLIANCE - UMNO,,12845,3142,75.96,9757,133,9624,UMNO,ABDUL WAHID BIN SULEIMAN,MALE,,5384,,PRM,MANAP JAMHARI,MALE,,2242,,,,,,,,,,,,,,NEGARA,HJ. AHMAD BIN HJ. MOHD. PAIMAN,MALE,,1998,,,,,,,,,,,,,
P.68_NO. 19,JOHORE,P.68,BATU PAHAT DALAM,NO. 19,AYER HITAM,ALLIANCE - UMNO,,11499,3964,73.68,8472,110,8362,UMNO,NORDIN BIN HAJI HASHIM,MALE,,6005,,,,,,,,PMIP,HASHIM IRRAKAL,MALE,,316,LOST DEPOSIT,,,,,,,NEGARA,HAJI HASSAN BIN HAJI NOOR,MALE,,2041,,,,,,,,,,,,,
P.68_NO. 20,JOHORE,P.68,BATU PAHAT DALAM,NO. 20,TANJONG SEMBRONG,ALLIANCE - UMNO,,11343,3730,75.07,8515,179,8336,UMNO,HAJI MOHAMED NOOR BIN JUMA'AT,MALE,,5739,,,,,,,,PMIP,JAILANI BIN HAJI ABDULLAH,MALE,,588,LOST DEPOSIT,,,,,,,NEGARA,HAJI ABDUL HAMID BIN HAJI ABDUL KARIM,MALE,,2009,,,,,,,,,,,,,
P.69_NO. 21,JOHORE,P.69,MUAR SELATAN,NO. 21,SIMPANG KIRI,ALLIANCE - MCA,,12613,3330,75.99,9584,174,9410,MCA,TAN CHIN CHEONG,MALE,,6370,,,,,,,,,,,,,,,,,,,,NEGARA,HAJI MAHFOZ BIN HJ. ALI,MALE,,3040,,,,,,,,,,,,,
P.69_NO. 22,JOHORE,P.69,MUAR SELATAN,NO. 22,PARIT JAWA,ALLIANCE - UMNO,,13093,7020,78.68,10302,218,10084,UMNO,SULEIMAN BIN NINAM SHAH,MALE,39,8552,,,,,,,,PMIP,HAJI MOHAMMED TAHIR,MALE,,1532,,,,,,,,,,,,,,,,,,,,,,,,,
P.70_NO. 23,JOHORE,P.70,MUAR PANTAI,NO. 23,PARIT BAKAR,ALLIANCE - UMNO,,10122,2970,70.86,7172,103,7069,UMNO,KOSAI BIN HAJI MOHD. SALLEH,MALE,45,4874,,,,,,,,PMIP,SHIKH ALI ALBITTEY,MALE,,291,LOST DEPOSIT,,,,,,,NEGARA,HJ. MOHAMED BIN HJ. JUNID,MALE,,1904,,,,,,,,,,,,,
P.70_NO. 24,JOHORE,P.70,MUAR PANTAI,NO. 24,BANDAR MAHARANI,ALLIANCE - MCA,,12762,4598,75.7,9661,91,9570,MCA,CHUA SONG LIM,MALE,,6410,,PRM,ABD. GHANI BIN HASHIM,MALE,,1812,,,,,,,,,,,,,,NEGARA,NASIR BIN HAJI BAKAR,MALE,,1348,,,,,,,,,,,,,
P.71_NO. 25,JOHORE,P.71,MUAR UTARA,NO. 25,SEROM,ALLIANCE - UMNO,,11395,5583,83.53,9518,141,9377,UMNO,HJ. ABDUL LATIFF BIN OMAR,MALE,,7280,,,,,,,,PMIP,A. RAZAK BIN IBRAHIM,MALE,,400,LOST DEPOSIT,,,,,,,NEGARA,NASIR BIN ABDULLAH,MALE,,1697,,,,,,,,,,,,,
P.71_NO. 26,JOHORE,P.71,MUAR UTARA,NO. 26,TANGKAK,ALLIANCE - MCA,,10115,5398,71.59,7241,247,6994,MCA,LAI KUEN TEE,MALE,,6067,,,,,,,,,,,,,,,,,,,,NEGARA,PUTEH BIN IDROS,MALE,,669,LOST DEPOSIT,INDEPENDENT - FISH,AHMAD BIN ARSHAD,MALE,,258,LOST DEPOSIT,,,,,,
P.72_NO. 27,JOHORE,P.72,MUAR DALAM,NO. 27,JORAK,ALLIANCE - UMNO,,11197,4654,77.34,8660,188,8472,UMNO,HAJI OTHMAN BIN HAJI MOHD. SAAT,MALE,35,6396,,,,,,,,PMIP,MUHAMMAD TURUS,MALE,,334,LOST DEPOSIT,,,,,,,NEGARA,HAJI OTHMAN BIN HAJI AZHARI,MALE,,1742,,,,,,,,,,,,,
P.72_NO. 28,JOHORE,P.72,MUAR DALAM,NO. 28,BUKIT SERAMPANG,ALLIANCE - UMNO,,8853,4532,82.06,7265,196,7069,UMNO,HAJI HASSAN BIN HAJI YUNOS,MALE,51,5429,,,,,,,,,,,,,,,,,,,,NEGARA,OMAR BIN AHMAD,MALE,,897,,INDEPENDENT - SHOE,HAJI ABDUL RAHMAN BIN MAHMOOD,MALE,,743,LOST DEPOSIT,,,,,,
P.73_NO. 29,JOHORE,P.73,SEGAMAT UTARA,NO. 29,BANDAR SEGAMAT,ALLIANCE - UMNO,,7505,672,81.49,6116,90,6026,UMNO,HAJI HATTA BIN HAJI MOHD. SALLEH,MALE,,2586,,LPM,TAN BOON CHEONG,MALE,,1526,,,,,,,,,,,,,,,,,,,,INDEPENDENT - TEAPOT,LIM MENG SEE,MALE,,1914,,,,,,,
P.73_NO. 30,JOHORE,P.73,SEGAMAT UTARA,NO. 30,BATU ANAM,ALLIANCE - MIC,,7539,4715,83.61,6303,170,6133,MIC,M. P. KUMARAN,MALE,,5217,,,,,,,,,,,,,,,,,,,,NEGARA,IDRIS BIN ABU,MALE,,502,LOST DEPOSIT,INDEPENDENT - SHOE,ABDUL MAJID BIN JAFFAR,MALE,,414,LOST DEPOSIT,,,,,,
P.74_NO. 31,JOHORE,P.74,SEGAMAT SELATAN,NO. 31,BEKOK,INDEPENDENT,,8029,169,78.68,6317,178,6139,MCA,CHIA CHIN KOON,MALE,,2985,,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - FISH,PHANG VOON LIAT,MALE,,3154,,,,,,,
P.74_NO. 32,JOHORE,P.74,SEGAMAT SELATAN,NO. 32,LABIS,ALLIANCE - UMNO,,7519,3310,69.57,5231,317,4914,UMNO,ELIAS BIN ABU BAKAR,MALE,,4112,,,,,,,,,,,,,,,,,,,,NEGARA,ABDUL WAHID BIN MOHD. YASSIN,MALE,,802,,,,,,,,,,,,,
P.75_NO. 1,KEDAH,P.75,ALOR STAR,NO. 1,ALOR STAR PEKAN,ALLIANCE - MCA,,12367,5789,69.6,8607,136,8471,MCA,DR. CHEAH TOON LOK,MALE,62,6632,,LPM,NG HORE JIN,MALE,,843,LOST DEPOSIT,PMIP,JAIS BIN HAJI ANNUAR,MALE,,559,LOST DEPOSIT,,,,,,,NEGARA,HAJI LADIN BIN HAJI ABD MANAN,MALE,,141,LOST DEPOSIT,INDEPENDENT,SHAIKH OSMAN BIN IBRAHIM,MALE,,296,LOST DEPOSIT,,,,,,
P.75_NO. 2,KEDAH,P.75,ALOR STAR,NO. 2,ALOR STAR LUAR,ALLIANCE - MIC,,13173,3584,68.66,9044,238,8806,MIC,K. KARUNAKARAN NAIR,MALE,,6195,,,,,,,,PMIP,TUNKU BURHANUDIN BIN TUNKU YAHYA,MALE,,2611,,,,,,,,,,,,,,,,,,,,,,,,,
P.76_NO. 3,KEDAH,P.76,KUALA KEDAH,NO. 3,LANGKAWI,ALLIANCE - UMNO,,14022,5658,76.75,10762,511,10251,UMNO,HAJI ISMAIL BIN IBRAHIM,MALE,52,7753,,,,,,,,PMIP,LEBAI ABDULLAH BIN JUSOH,MALE,,2095,,,,,,,,NEGARA,HANAFI BIN AHMAD,MALE,,403,LOST DEPOSIT,,,,,,,,,,,,
P.76_NO. 4,KEDAH,P.76,KUALA KEDAH,NO. 4,KOTA STAR BARAT,ALLIANCE - MCA,,11924,3046,72.4,8633,505,8128,MCA,MAK GUAN PIN,MALE,,5587,,,,,,,,,,,,,,,,,,,,NEGARA,HAJI MOHD. ISA BIN MOHAMED,MALE,,2541,,,,,,,,,,,,,
P.77_NO. 5,KEDAH,P.77,KOTA STAR UTARA,NO. 5,LANGGAR-LIMBONG,ALLIANCE - UMNO,,10152,1780,80.91,8214,434,7780,UMNO,ABU BAKAR BIN OMAR,MALE,,4780,,,,,,,,PMIP,HAJI OMAR BIN HAJI AHMAD,MALE,,3000,,,,,,,,,,,,,,,,,,,,,,,,,
P.77_NO. 6,KEDAH,P.77,KOTA STAR UTARA,NO. 6,POKOK SENA,ALLIANCE - UMNO,,9901,1573,65.66,6501,358,6143,UMNO,JOHARI BIN HAJI SALLEH,MALE,,3858,,,,,,,,PMIP,ABD. MAJID BIN ABD. RAHMAN,MALE,,2285,,,,,,,,,,,,,,,,,,,,,,,,,
P.78_NO. 7,KEDAH,P.78,KOTA STAR SELATAN,NO. 7,KANGKONG BUKIT RAYA,ALLIANCE - UMNO,,11057,1237,76.81,8493,255,8238,UMNO,HAJI ALI BIN HAJI ISMAIL,MALE,,4339,,,,,,,,PMIP,HAJI MAHMUD BIN HAJI ABDULLAH,MALE,,3102,,,,,,,,NEGARA,HAJI REJAB BIN DARUS,MALE,,581,LOST DEPOSIT,INDEPENDENT,ISMAIL BIN YA'COB,MALE,,216,LOST DEPOSIT,,,,,,
