SELANGOR,SERDANG,PRM
NEGERI SEMBILAN,RANTAU,LPM
NEGERI SEMBILAN,RAHANG,LPM
NEGERI SEMBILAN,ROMPIN,LPM
NEGERI SEMBILAN,LABU,LPM
NEGERI SEMBILAN,BUKIT NANAS,LPM
MELAKA,BATU BERENDAM,PRM
MELAKA,KOTA TENGAH,LPM
MELAKA,KOTA UTARA,PRM
MELAKA,KOTA TIMOR,LPM
JOHOR,BANDAR MAHARANI,PRM
JOHOR,GUNONG LAMBAK,LPM
JOHOR,PONTIAN DALAM,PRM
JOHOR,SENAI - KULAI,LPM
JOHOR,TANJONG PETRI,LPM
,,
Attribute,,
,,
FIELD NAME,FIELD DESCRIPTION,
UNIQUE CODE,"Unique Identifier. For this case, it is the Parliamentary Code",
STATE,State Name,
PARLIAMENTARY CODE,Parliamentary Constituency Code (As per 1958 Redelineation Report),
PARLIAMENTARY NAME,Parliamentary Constituency Name (As per 1958 Redelineation Report),
STATE CONSTITUENCY CODE,State Constituency Code (As per 1958 Redelineation Report),
STATE CONSTITUENCY NAME,State Constituency Name (As per 1958 Redelineation Report),
UNCONTESTED VICTORY,"Indicator if there was one contestant for the said election. If yes, value Y is affixed. If none, it is left blank",
WINNING PARTY,Party/Coalition (with Component Party) who won the seat,
TOTAL ELECTORATE,Total Elector count for the 1959 Elections,
WINNING MAJORITY,The difference between the highest valid votes and second highest valid votes,
TURNOUT (%),Proportion of Total Ballots Issued as a share of Total Electorate,
TOTAL BALLOTS ISSUED,Total number of ballot papers issued at the poll,
TOTAL UNRETURNED BALLOTS,Total number of ballot papers issued but not put in the ballot box,
TOTAL REJECTED VOTES,Total number of rejected ballot papers,
TOTAL VALID VOTES,Total number of votes by electors,
ALLIANCE,Alliance Component Party,
ALLIANCE CANDIDATE,Alliance Candidate Name as per the Government Gazette (unless stated otherwise in the disclaimer),
ALLIANCE CANDIDATE SEX,Male/Female Classification,
ALLIANCE CANDIDATE AGE,Age of Alliance Candidate,
ALLIANCE VOTE,Alliance Valid Vote for the Candidate,
ALLIANCE CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Lost Deposit' is affixed. If none, it is left blank",
SF,Malayan People's Socialist Front (SF) Component Party,
SF CANDIDATE,SF as per the Government Gazette (unless stated otherwise in the disclaimer),
SF CANDIDATE SEX,Male/Female Classification,
SF CANDIDATE AGE,Malayan People's SF  Candidate,
SF VOTE,Malayan People's SF  Valid Vote for the Candidate,
SF CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Lost Deposit' is affixed. If none, it is left blank",
PMIP,Pan Malayan Islamic Party (PMIP),
PMIP CANDIDATE,PMIP Candidate Name as per the Government Gazette (unless stated otherwise in the disclaimer),
PMIP CANDIDATE SEX,Male/Female Classification,
PMIP CANDIDATE AGE,Age of PMIP Candidate,
PMIP VOTE,PMIP Valid Vote for the Candidate,
PMIP CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Lost Deposit' is affixed. If none, it is left blank",
PPP,People's Progressive Party (PPP),
PPP CANDIDATE,PPP Candidate Name as per the Government Gazette (unless stated otherwise in the disclaimer),
PPP CANDIDATE SEX,Male/Female Classification,
PPP CANDIDATE AGE,Age of PPP Candidate,
PPP VOTE,PPP Valid Vote for the Candidate,
PPP CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Lost Deposit' is affixed. If none, it is left blank",
OTHER PARTY ,Other Party Name,
OTHER PARTY CANDIDATE,Other Party Candidate Name as per the Government Gazette (unless stated otherwise in the disclaimer),
OTHER PARTY CANDIDATE SEX,Male/Female Classification,
OTHER PARTY CANDIDATE AGE,Age of Party Candidate,
OTHER PARTY CANDIDATE VOTE,Party Valid Vote for the Other Party Candidate,
OTHER PARTY CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Lost Deposit' is affixed. If none, it is left blank",
INDEPENDENT (1),Independent with Symbol,
INDEPENDENT (1) CANDIDATE,Independent Candidate Name as per the Government Gazette (unless stated otherwise in the disclaimer),
INDEPENDENT (1) CANDIDATE SEX,Male/Female Classification,
INDEPENDENT (1) CANDIDATE AGE,Age of Independent Candidate,
INDEPENDENT (1) VOTE,Independent Valid Vote for the Candidate,
INDEPENDENT (1) CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Lost Deposit' is affixed. If none, it is left blank",
INDEPENDENT (2),Independent with Symbol,
INDEPENDENT (2) CANDIDATE,Independent Candidate Name as per the Government Gazette (unless stated otherwise in the disclaimer),
INDEPENDENT (2) CANDIDATE SEX,Male/Female Classification,
INDEPENDENT (2) CANDIDATE AGE,Age of Independent Candidate,
INDEPENDENT (2) VOTE,Independent Valid Vote for the Candidate,
INDEPENDENT (2) CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Lost Deposit' is affixed. If none, it is left blank",
,,
KEY ABBREVIATIONS FOR POLITICAL PARTIES,,
UMNO,United Malays National Organisation,
MCA,Malaysian Chinese Association,
MIC,Malaysian Indian Congress,
PRM,Parti Rakyat Malaysia,
LPM,Labour Party of Malaya,
NEGARA,Parti Negara,
M.P.,Malayan Party,
