SF CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Loss Deposit' is affixed. If none, it is left blank"
PMIP,Pan Malayan Islamic Party (PMIP)
PMIP CANDIDATE,Pan Malayan Islamic Party Candidate Name as per the Ballot
PMIP CANDIDATE SEX,Male/Female Classification
PMIP CANDIDATE AGE,Age of Pan Malayan Islamic Party Candidate
PMIP VOTE,Pan Malayan Islamic Party Valid Vote for the Candidate
PMIP CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Lost Deposit' is affixed. If none, it is left blank"
UDP,United Democratic Party (UDP)
UDP CANDIDATE,United Democratic Party Candidate Name as per the Ballot
UDP CANDIDATE SEX,Male/Female Classification
UDP CANDIDATE AGE,Age of United Democratic Party Candidate
UDP VOTE,United Democratic Party Valid Vote for the Candidate
UDP CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Lost Deposit' is affixed. If none, it is left blank"
PPP,People's Progressive Party (PPP)
PPP CANDIDATE,People's Progressive Party Candidate Name as per the Ballot
PPP CANDIDATE SEX,Male/Female Classification
PPP CANDIDATE AGE,Age of People's Progressive Party Candidate
PPP VOTE,People's Progressive Party Valid Vote for the Candidate
PPP CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Lost Deposit' is affixed. If none, it is left blank"
OTHER PARTY (1),Other Party Name
OTHER PARTY (1) CANDIDATE,Other Party Candidate Name as per the Ballot
OTHER PARTY (1) CANDIDATE SEX,Male/Female Classification
OTHER PARTY (1) CANDIDATE AGE,Age of Other Party Candidate
OTHER PARTY (1) VOTE,Party Valid Vote for the Other Party Candidate
OTHER PARTY (1) CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Lost Deposit' is affixed. If none, it is left blank"
INDEPENDENT (1),Independent
INDEPENDENT (1) CANDIDATE,Independent Candidate Name as per the Ballot
INDEPENDENT (1) CANDIDATE SEX,Male/Female Classification
INDEPENDENT (1) CANDIDATE AGE,Age of Independent Candidate
INDEPENDENT (1) VOTE,Independent Valid Vote for the Candidate
INDEPENDENT (1) CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Lost Deposit' is affixed. If none, it is left blank"
INDEPENDENT (2),Independent
INDEPENDENT (2) CANDIDATE,Independent Candidate Name as per the Ballot
INDEPENDENT (2) CANDIDATE SEX,Male/Female Classification
INDEPENDENT (2) CANDIDATE AGE,Age of Independent Candidate
INDEPENDENT (2) VOTE,Independent Valid Vote for the Candidate
INDEPENDENT (2) CANDIDATE LOST DEPOSIT,"Indicated if the contestant has lost deposit. If yes, value 'Lost Deposit' is affixed. If none, it is left blank"
,
KEY ABBREVIATIONS FOR POLITICAL PARTIES,
UMNO,United Malays National Organisation
MCA,Malaysian Chinese Association (then known as Malayan Chinese Association)
MIC,Malaysian Indian Congress (then known as Malayan Indian Congress)
LPM,Labour Party of Malaya
PRM,Parti Rakyat Malaysian
NCP,National Convention Party
NEGARA,Parti Negara
PAP,People's Action Party
